No,year,month,day,hour,PM2.5,PM10,CO,TEMP,PRES,DEWP,WSPM,monthno
21585,2015,8,17,8,98,151,1300,27.2,1002,19.5,1.2,8
21586,2015,8,17,9,113,188,1300,28.5,1002.4,20.5,1.5,8
21587,2015,8,17,10,116,181,1200,29.3,1003,19.3,1.8,8
21588,2015,8,17,11,113,165,1200,30.2,1003,20.7,1.8,8
21589,2015,8,17,12,NA,NA,NA,31.6,1002.4,19.3,1.5,8
21590,2015,8,17,13,3,3,1000,31.6,1001.8,18.2,1,8
21591,2015,8,17,14,60,361,1100,33,1001.7,18.8,0.9,8
21592,2015,8,17,15,93,357,1000,33,1001.1,19.5,1.3,8
21593,2015,8,17,16,90,341,1200,33.9,1000.7,15.8,1.5,8
21594,2015,8,17,17,86,260,1100,32.8,1000.9,17.8,2.3,8
21595,2015,8,17,18,64,122,800,31.7,1000.9,19.3,1.7,8
21596,2015,8,17,19,71,160,800,29.1,1001.6,16,2.9,8
21597,2015,8,17,20,64,144,900,28.7,1002.5,16.3,1.8,8
21598,2015,8,17,21,59,114,1000,28.4,1002.7,16.7,1.7,8
21599,2015,8,17,22,64,127,1000,28.8,1002.8,19.7,1.7,8
21600,2015,8,17,23,84,170,1000,28.3,1003.2,20.8,1.4,8
21601,2015,8,18,0,95,185,1000,28.1,1003.7,21.9,1.6,8
21602,2015,8,18,1,88,151,900,26.7,1004,20.5,1.7,8
21603,2015,8,18,2,67,92,900,25.2,1004.4,19.3,1.2,8
21604,2015,8,18,3,63,114,900,24.9,1004.7,20.2,1.3,8
21605,2015,8,18,4,48,65,600,24.5,1005.1,17.5,1.3,8
21606,2015,8,18,5,29,38,500,23.8,1005.6,16.3,1.3,8
21607,2015,8,18,6,20,34,600,23.4,1006.2,16,0.9,8
21608,2015,8,18,7,25,48,800,23.9,1006.6,16.2,1.1,8
21609,2015,8,18,8,27,53,800,24.6,1006.1,16.8,1.8,8
21610,2015,8,18,9,32,78,700,24.8,1007,17,1.7,8
21611,2015,8,18,10,34,85,700,25.2,1007.6,17.9,0.8,8
21612,2015,8,18,11,38,96,900,26.7,1007.7,19.3,1.2,8
21613,2015,8,18,12,63,144,1100,28.6,1007.3,17.5,2.4,8
21614,2015,8,18,13,90,150,1200,29.2,1006.3,17.1,1.8,8
21615,2015,8,18,14,86,110,1000,30.2,1005.9,17.6,2.5,8
21616,2015,8,18,15,62,72,800,30.3,1005.7,15.2,2.9,8
21617,2015,8,18,16,40,82,600,28.6,1005.7,17.5,4.3,8
21618,2015,8,18,17,39,95,700,27,1006.4,17.8,3.2,8
21619,2015,8,18,18,31,50,600,27.4,1005.9,15.1,4,8
21620,2015,8,18,19,23,96,700,27.4,1005.1,14.8,2,8
21621,2015,8,18,20,15,51,800,26.4,1006.4,16.6,1,8
21622,2015,8,18,21,25,53,900,25.1,1006.7,17.6,0.6,8
21623,2015,8,18,22,31,53,700,25.2,1006.7,17.1,2.5,8
21624,2015,8,18,23,37,80,900,24.3,1006.6,17.3,1.5,8
21625,2015,8,19,0,38,77,700,23.7,1006.6,17.7,0.9,8
21626,2015,8,19,1,45,70,700,24.2,1006.2,17.7,1.7,8
21627,2015,8,19,2,44,60,600,24.2,1006.8,17.9,1.1,8
21628,2015,8,19,3,38,53,600,24.1,1007.1,17.8,1.6,8
21629,2015,8,19,4,44,63,600,23.6,1007.3,18.5,1.2,8
21630,2015,8,19,5,50,90,700,22.3,1007.8,19.5,1,8
21631,2015,8,19,6,60,81,800,22.2,1008.5,20.3,0.1,8
21632,2015,8,19,7,60,80,800,22.2,1008.9,19.7,0.7,8
21633,2015,8,19,8,62,62,800,22.1,1008.3,20.4,1.8,8
21634,2015,8,19,9,68,68,900,22.8,1007.7,20.1,2.6,8
21635,2015,8,19,10,72,76,900,24.1,1007.7,19.8,1.9,8
21636,2015,8,19,11,79,81,900,25,1007.7,20,2.6,8
21637,2015,8,19,12,71,71,800,25.7,1007.5,19.1,1.7,8
21638,2015,8,19,13,63,63,800,26.6,1007.1,19,2.4,8
21639,2015,8,19,14,59,59,800,28.5,1006.5,17.1,2.6,8
21640,2015,8,19,15,48,48,700,28.3,1005.3,18.1,2.1,8
21641,2015,8,19,16,49,61,600,27.9,1005.5,18.6,1.8,8
21642,2015,8,19,17,63,104,900,27.2,1005.4,19.3,1.5,8
21643,2015,8,19,18,60,60,1000,27.4,1004.9,18.9,1.8,8
21644,2015,8,19,19,63,89,1100,26.8,1005.5,19.2,1.6,8
21645,2015,8,19,20,72,101,1000,26.6,1006.3,19.7,1.7,8
21646,2015,8,19,21,64,79,1000,25.5,1006.7,20.3,0.7,8
21647,2015,8,19,22,44,44,1300,23.3,1006.9,17.1,1.3,8
21648,2015,8,19,23,30,34,700,22.4,1006.6,17.5,0.8,8
21649,2015,8,20,0,31,31,600,22.5,1006.9,16.5,1.8,8
21650,2015,8,20,1,24,24,500,21.7,1006.1,16,1.2,8
21651,2015,8,20,2,26,26,500,20.9,1005.8,16.3,1,8
21652,2015,8,20,3,18,20,500,21.4,1005.7,16.4,1.5,8
21653,2015,8,20,4,23,23,500,20.8,1005.5,16.6,1.1,8
21654,2015,8,20,5,21,21,400,19.8,1005.5,16.4,1.1,8
21655,2015,8,20,6,21,23,600,19.7,1005.5,16.7,0.8,8
21656,2015,8,20,7,21,32,900,21.1,1005.7,16.5,1.8,8
21657,2015,8,20,8,27,46,1200,23,1005.7,17,1.7,8
21658,2015,8,20,9,36,61,800,24.5,1005.6,17.5,1.6,8
21659,2015,8,20,10,55,77,700,26.1,1005.6,18.8,1.9,8
21660,2015,8,20,11,58,67,800,27.6,1004.9,18.6,1.7,8
21661,2015,8,20,12,54,56,700,29.1,1004.2,17.6,1,8
21662,2015,8,20,13,49,49,700,30.7,1003.3,15.5,1.6,8
21663,2015,8,20,14,38,40,700,32.1,1002.5,14.7,2.1,8
21664,2015,8,20,15,27,27,400,32.8,1001.8,12.9,1.6,8
21665,2015,8,20,16,15,15,300,33.2,1001,12.8,3,8
21666,2015,8,20,17,19,55,400,32.8,1000.7,13.4,2.6,8
21667,2015,8,20,18,29,85,600,31.7,1000.4,15.2,2,8
21668,2015,8,20,19,40,103,700,29.8,1000.9,18.3,3.2,8
21669,2015,8,20,20,44,100,700,29.1,1001.5,18.5,1.8,8
21670,2015,8,20,21,49,105,900,27.5,1002.4,19,0.6,8
21671,2015,8,20,22,37,37,700,27.7,1002.6,14.3,1.4,8
21672,2015,8,20,23,21,26,500,26.6,1003,13.7,1.2,8
21673,2015,8,21,0,20,30,500,26.1,1003.7,12.9,1.9,8
21674,2015,8,21,1,11,11,400,25.5,1003.5,13,1.6,8
21675,2015,8,21,2,5,5,300,24.5,1003.3,12.1,1.4,8
21676,2015,8,21,3,3,5,300,23.9,1002.9,11.6,1.5,8
21677,2015,8,21,4,4,6,300,22.1,1003,12.1,1.6,8
21678,2015,8,21,5,7,8,300,21.3,1003.1,12.2,1.1,8
21679,2015,8,21,6,8,17,300,22.5,1003.2,12.1,1.5,8
21680,2015,8,21,7,7,23,400,24.1,1003.6,12.7,1,8
21681,2015,8,21,8,11,17,800,24.6,1003.2,13.8,1.7,8
21682,2015,8,21,9,11,29,500,26.1,1003.1,12.5,2.1,8
21683,2015,8,21,10,10,21,500,28.2,1002.8,12.5,1.7,8
21684,2015,8,21,11,8,8,400,29.6,1001.9,11.6,1,8
21685,2015,8,21,12,14,21,500,31.4,1000.9,13.2,1.1,8
21686,2015,8,21,13,12,25,400,32.2,1000.2,11.4,1.9,8
21687,2015,8,21,14,15,34,400,33,999.6,10.9,2.2,8
21688,2015,8,21,15,14,32,400,32.6,999.2,11.2,1.7,8
21689,2015,8,21,16,15,46,400,32.7,999,11.8,1.8,8
21690,2015,8,21,17,16,44,400,33.5,998.7,12.5,1.3,8
21691,2015,8,21,18,18,62,500,31.7,998.7,15.2,2.2,8
21692,2015,8,21,19,22,65,500,30.4,999.1,15.7,1.3,8
21693,2015,8,21,20,23,64,500,29.5,999.9,16,2,8
21694,2015,8,21,21,27,70,600,28.9,1000.2,16.1,2,8
21695,2015,8,21,22,25,72,600,27.7,1000.1,16.6,1.3,8
21696,2015,8,21,23,28,74,800,27,1000.1,16.9,1.3,8
21697,2015,8,22,0,26,54,700,26.2,1000.3,15.3,1.5,8
21698,2015,8,22,1,22,31,600,25.4,1000.5,16.3,0.8,8
21699,2015,8,22,2,16,38,600,24.9,1000.5,15.8,0.7,8
21700,2015,8,22,3,16,34,500,24.2,1000.6,15.9,1.3,8
21701,2015,8,22,4,10,17,400,23.3,1000.5,15.9,1.2,8
21702,2015,8,22,5,9,11,400,22.9,1000.6,15.5,1.7,8
21703,2015,8,22,6,10,17,500,22.2,1001.2,16,1.2,8
21704,2015,8,22,7,11,22,1200,24,1001.8,16.3,1.3,8
21705,2015,8,22,8,8,22,1000,25.4,1002,16,2.3,8
21706,2015,8,22,9,10,20,600,27.1,1002.4,15.1,1.8,8
21707,2015,8,22,10,8,20,600,28.4,1002.5,14.6,2.9,8
21708,2015,8,22,11,7,16,500,29.5,1002.1,15.2,2.2,8
21709,2015,8,22,12,10,12,500,30.2,1001.8,15.9,3.1,8
21710,2015,8,22,13,8,13,500,30.6,1001.1,15.5,2.7,8
21711,2015,8,22,14,8,12,400,31.5,1000.4,15,2.9,8
21712,2015,8,22,15,9,12,400,31.7,999.7,14.8,3.4,8
21713,2015,8,22,16,6,6,300,30.4,999.5,16.8,4,8
21714,2015,8,22,17,10,53,400,29.1,1000.3,16,3.8,8
21715,2015,8,22,18,13,37,400,28.6,999.6,14.8,2.9,8
21716,2015,8,22,19,15,33,500,27,1001.1,16,1.6,8
21717,2015,8,22,20,20,70,700,26.1,1002.2,17.5,2.2,8
21718,2015,8,22,21,36,104,1500,25,1002.9,18.9,3.9,8
21719,2015,8,22,22,59,114,2000,24.5,1003.2,18.9,1.7,8
21720,2015,8,22,23,77,107,2600,23.8,1003.7,18.7,1.3,8
21721,2015,8,23,0,78,85,2400,23.4,1004,18.3,1.2,8
21722,2015,8,23,1,67,69,2300,23.2,1004.2,17.4,1.1,8
21723,2015,8,23,2,43,55,2000,23.1,1003.6,17.8,0.7,8
21724,2015,8,23,3,36,36,1600,23.2,1003.5,17.4,0.7,8
21725,2015,8,23,4,34,74,1600,21.4,1004.2,18.8,2,8
21726,2015,8,23,5,23,29,600,20.8,1004.1,18.7,0.7,8
21727,2015,8,23,6,15,15,700,21.4,1004.5,18,1.4,8
21728,2015,8,23,7,12,12,800,22,1005,17.6,1.8,8
21729,2015,8,23,8,10,14,800,22.4,1005.4,17.5,2.1,8
21730,2015,8,23,9,10,10,400,22.9,1005.8,17.6,1.7,8
21731,2015,8,23,10,9,13,400,24.4,1005.9,18.8,2,8
21732,2015,8,23,11,12,35,500,25.7,1005.9,18.9,2.8,8
21733,2015,8,23,12,15,29,600,25.7,1005.3,18.1,2.4,8
21734,2015,8,23,13,20,41,600,27.7,1004.9,19.2,2.7,8
21735,2015,8,23,14,25,41,600,27.8,1004.9,17.9,3.8,8
21736,2015,8,23,15,16,43,500,24.1,1005.1,16.4,4.2,8
21737,2015,8,23,16,9,16,500,23.3,1005.9,16.6,1.5,8
21738,2015,8,23,17,11,17,600,23.3,1005,17.3,2.5,8
21739,2015,8,23,18,9,19,500,22.7,1005.2,17.2,1.4,8
21740,2015,8,23,19,14,23,800,22.8,1005.7,17,1,8
21741,2015,8,23,20,12,20,700,22,1006.4,17.1,0.8,8
21742,2015,8,23,21,9,9,500,22.3,1006.6,16.6,0.9,8
21743,2015,8,23,22,18,33,600,21.7,1007.1,16.9,1,8
21744,2015,8,23,23,20,43,600,21.3,1007.2,17.3,0.8,8
21745,2015,8,24,0,17,40,500,21.2,1007.3,17.6,0.4,8
21746,2015,8,24,1,20,33,500,22.2,1007.2,17.3,1.6,8
21747,2015,8,24,2,15,26,500,21.8,1007.3,17.8,1.6,8
21748,2015,8,24,3,17,19,500,21.3,1007.1,17.7,1,8
21749,2015,8,24,4,10,10,400,21.3,1007.1,17.5,1.1,8
21750,2015,8,24,5,17,19,400,21.9,1007.1,17.1,1.9,8
21751,2015,8,24,6,14,15,600,21.4,1007.8,17,1.6,8
21752,2015,8,24,7,11,15,900,22.1,1008,17.2,1.7,8
21753,2015,8,24,8,10,22,1000,23.9,1008.3,17.4,2,8
21754,2015,8,24,9,10,25,500,24.9,1008.4,17.1,2.9,8
21755,2015,8,24,10,10,18,500,26.5,1008.3,17.6,2.2,8
21756,2015,8,24,11,9,13,500,27.2,1008,15.9,2.4,8
21757,2015,8,24,12,12,12,500,27.6,1007.4,15.9,2.4,8
21758,2015,8,24,13,9,9,500,28,1006.9,16.3,2.2,8
21759,2015,8,24,14,9,11,500,29.3,1006.2,15.8,1.6,8
21760,2015,8,24,15,10,11,500,29.3,1005.8,14.7,2.7,8
21761,2015,8,24,16,11,27,500,28.3,1005.4,15.6,3.6,8
21762,2015,8,24,17,12,12,400,26.8,1005.1,15.5,1.4,8
21763,2015,8,24,18,8,8,600,27.2,1005.3,15.6,1.2,8
21764,2015,8,24,19,10,18,500,25.9,1005.9,16.4,1.1,8
21765,2015,8,24,20,13,26,500,24.5,1006.3,17.5,0.9,8
21766,2015,8,24,21,16,36,600,23.4,1007,18.1,0.4,8
21767,2015,8,24,22,18,32,700,22.6,1006.9,18.2,1.3,8
21768,2015,8,24,23,24,61,900,23.4,1006.8,18.7,0.7,8
21769,2015,8,25,0,25,61,600,22.5,1007,18.7,0,8
21770,2015,8,25,1,23,44,700,22.4,1006.7,18.6,1.1,8
21771,2015,8,25,2,18,29,500,22.2,1006.5,18.6,0.7,8
21772,2015,8,25,3,17,29,500,22.6,1006.5,17.7,1.5,8
21773,2015,8,25,4,17,17,400,22.9,1006.5,16.7,1.6,8
21774,2015,8,25,5,15,16,400,22.3,1006.6,16.6,0.9,8
21775,2015,8,25,6,15,15,500,22.4,1006.9,16.4,1.4,8
21776,2015,8,25,7,15,23,1100,23.2,1007.2,16.3,1.9,8
21777,2015,8,25,8,12,24,900,23.6,1007.5,16.9,1.3,8
21778,2015,8,25,9,15,28,700,24.5,1007.9,17,1.3,8
21779,2015,8,25,10,14,85,1300,26.2,1007.9,17,2,8
21780,2015,8,25,11,15,30,600,26.8,1007.3,16.1,2.4,8
21781,2015,8,25,12,15,15,500,28.7,1006.3,15.6,2,8
21782,2015,8,25,13,8,8,400,29.6,1005.4,15,2.7,8
21783,2015,8,25,14,7,7,500,30.5,1004.8,15,2.1,8
21784,2015,8,25,15,8,12,400,30.4,1004.3,14.5,2.7,8
21785,2015,8,25,16,9,13,400,29.3,1003.8,14.3,2.5,8
21786,2015,8,25,17,9,16,500,29.6,1004.1,15,2.9,8
21787,2015,8,25,18,13,20,500,27.9,1004.1,15.9,1.6,8
21788,2015,8,25,19,15,30,500,26.5,1004.8,17,1.5,8
21789,2015,8,25,20,16,41,600,25.7,1005.5,16.5,0.7,8
21790,2015,8,25,21,16,32,600,26.2,1005.9,16.2,1.6,8
21791,2015,8,25,22,15,44,600,24.2,1006,17.2,0.6,8
21792,2015,8,25,23,16,40,500,23.8,1006.1,17.3,1,8
21793,2015,8,26,0,16,33,500,22.5,1006.2,17.8,0.3,8
21794,2015,8,26,1,15,22,500,22.5,1006,18.3,0.5,8
21795,2015,8,26,2,14,18,500,22.6,1005.6,18.2,0.7,8
21796,2015,8,26,3,12,19,400,22.6,1005.5,18.2,0.7,8
21797,2015,8,26,4,13,18,400,22.3,1005.6,17.2,1.4,8
21798,2015,8,26,5,14,18,400,22.5,1005.7,16.8,0.9,8
21799,2015,8,26,6,15,22,500,21.9,1006.1,16.8,1,8
21800,2015,8,26,7,14,24,500,22.8,1006.5,17,1.1,8
21801,2015,8,26,8,14,23,700,23.7,1006.7,16.7,1.7,8
21802,2015,8,26,9,11,22,700,25.3,1007,17,1.8,8
21803,2015,8,26,10,9,20,500,27.5,1006.9,16.5,2.5,8
21804,2015,8,26,11,13,19,500,28.1,1006.5,16.1,1.7,8
21805,2015,8,26,12,11,11,500,29,1005.6,15.9,1.9,8
21806,2015,8,26,13,12,12,500,29.9,1004.7,16,1.1,8
21807,2015,8,26,14,9,9,400,30.5,1003.8,14.6,2.7,8
21808,2015,8,26,15,9,9,400,31.1,1002.8,15.1,1.5,8
21809,2015,8,26,16,7,7,400,31.2,1002.9,13.9,1.4,8
21810,2015,8,26,17,5,12,400,30.5,1002.8,15.4,2.3,8
21811,2015,8,26,18,7,10,400,29.6,1002.8,15.7,1.4,8
21812,2015,8,26,19,11,54,600,27.9,1003.8,16.8,1.2,8
21813,2015,8,26,20,10,31,600,25.6,1004.7,17.5,1.4,8
21814,2015,8,26,21,14,42,900,24.5,1005,17.7,1.2,8
21815,2015,8,26,22,17,40,700,23.8,1005.1,18,0.7,8
21816,2015,8,26,23,12,29,700,23.6,1005.4,17.6,1,8
21817,2015,8,27,0,15,30,700,22.8,1005.4,17.9,1.1,8
21818,2015,8,27,1,16,30,700,22.8,1005.3,17.7,1.3,8
21819,2015,8,27,2,15,27,600,23,1005.5,17.5,1.3,8
21820,2015,8,27,3,14,20,400,22.3,1005.6,17.7,0.8,8
21821,2015,8,27,4,10,17,500,21.3,1005.7,17.9,0.6,8
21822,2015,8,27,5,13,13,400,21.4,1005.7,16.4,0.7,8
21823,2015,8,27,6,9,18,400,21.9,1006.2,16.6,1.2,8
21824,2015,8,27,7,8,13,900,22.9,1006.6,16.4,1.6,8
21825,2015,8,27,8,9,16,1000,24.6,1006.9,16.8,2.1,8
21826,2015,8,27,9,8,19,600,26.3,1007,16.2,1.7,8
21827,2015,8,27,10,5,15,500,27.6,1006.9,15.9,2.2,8
21828,2015,8,27,11,6,14,500,28.4,1006.3,15.3,1.8,8
21829,2015,8,27,12,8,8,400,29.7,1005.6,14.3,1.2,8
21830,2015,8,27,13,8,8,400,30.5,1004.9,13.3,1.1,8
21831,2015,8,27,14,7,7,300,31.1,1004.3,13.8,2.3,8
21832,2015,8,27,15,9,10,300,30.5,1003.5,12.9,1.5,8
21833,2015,8,27,16,9,41,400,30.5,1003.3,16.1,1.6,8
21834,2015,8,27,17,11,23,400,30.4,1003,14.9,1.1,8
21835,2015,8,27,18,11,25,600,28.9,1003.1,15.8,1.7,8
21836,2015,8,27,19,14,30,600,26.8,1003.9,17.6,1,8
21837,2015,8,27,20,14,23,500,26.9,1004.3,16.2,1.1,8
21838,2015,8,27,21,18,37,600,25.2,1004.7,17.1,0.9,8
21839,2015,8,27,22,17,33,600,25.3,1004.6,17,1.1,8
21840,2015,8,27,23,23,63,800,24.4,1005.1,17.9,0.9,8
21841,2015,8,28,0,26,60,800,22.5,1005,18.5,1.4,8
21842,2015,8,28,1,29,52,800,22.8,1004.8,18.3,1.2,8
21843,2015,8,28,2,25,36,600,22.5,1004.5,18.7,1.2,8
21844,2015,8,28,3,23,37,600,22.3,1004.4,17.7,1.3,8
21845,2015,8,28,4,16,20,500,20.8,1004.2,17.6,0.4,8
21846,2015,8,28,5,13,13,400,20.7,1004.3,16.7,0.7,8
21847,2015,8,28,6,9,11,500,20.6,1004.6,16.2,0.8,8
21848,2015,8,28,7,12,20,800,22.4,1004.7,16.7,1.6,8
21849,2015,8,28,8,11,21,1000,24.3,1004.9,16.3,1.6,8
21850,2015,8,28,9,10,17,900,25.8,1005,15.8,1.9,8
21851,2015,8,28,10,14,22,500,27.4,1004.8,16.7,1.3,8
21852,2015,8,28,11,12,22,500,28.9,1004.2,17.4,1.3,8
21853,2015,8,28,12,12,17,500,30.1,1003.4,15.8,1.9,8
21854,2015,8,28,13,11,11,400,31.5,1002.6,16.3,1.5,8
21855,2015,8,28,14,10,10,300,32.2,1001.7,13.4,2.3,8
21856,2015,8,28,15,7,7,300,32.8,1001.2,12.4,2.3,8
21857,2015,8,28,16,9,9,300,33.3,1000.6,11.8,1.1,8
21858,2015,8,28,17,8,10,400,32.5,1000.7,11.6,1.6,8
21859,2015,8,28,18,9,28,600,31.2,1000.9,12.5,1.8,8
21860,2015,8,28,19,17,49,700,28.8,1001.2,16.4,3.2,8
21861,2015,8,28,20,23,117,600,26.1,1002.8,15.8,3.7,8
21862,2015,8,28,21,26,92,500,24.6,1003.7,15,2.9,8
21863,2015,8,28,22,17,31,500,24.5,1004,14.3,1.2,8
21864,2015,8,28,23,18,53,500,23.1,1003.9,15.2,1.6,8
21865,2015,8,29,0,25,61,600,22.5,1005,15.3,2.6,8
21866,2015,8,29,1,26,61,800,22.4,1005.3,16.2,1.5,8
21867,2015,8,29,2,26,55,700,23.4,1005.3,13.8,2.6,8
21868,2015,8,29,3,22,30,500,22.6,1004.7,13.6,0.7,8
21869,2015,8,29,4,16,27,500,22.5,1004.3,14.3,1.9,8
21870,2015,8,29,5,27,50,600,22.2,1004.5,15.5,1.8,8
21871,2015,8,29,6,29,46,600,19.9,1005.2,15.9,0.7,8
21872,2015,8,29,7,27,52,800,21.6,1005.5,16.8,1.2,8
21873,2015,8,29,8,27,49,800,23.9,1005.6,16.4,1.2,8
21874,2015,8,29,9,19,38,800,25.1,1005.9,16.5,1.8,8
21875,2015,8,29,10,15,30,500,26.4,1005.8,16.3,2.4,8
21876,2015,8,29,11,17,32,600,27.9,1005.5,14.9,1.9,8
21877,2015,8,29,12,20,29,500,29,1005.1,15.2,1.6,8
21878,2015,8,29,13,27,45,600,29.4,1004.6,15.5,2.1,8
21879,2015,8,29,14,33,51,600,30.2,1003.9,15.5,2,8
21880,2015,8,29,15,40,68,700,29.8,1003.1,16.2,3.2,8
21881,2015,8,29,16,41,74,700,29.3,1003.6,16.8,3.1,8
21882,2015,8,29,17,36,61,700,29,1003.1,16.2,2.8,8
21883,2015,8,29,18,41,66,700,28.4,1002.7,15,3,8
21884,2015,8,29,19,42,75,700,27.7,1003.5,14.7,2.2,8
21885,2015,8,29,20,41,66,700,27.5,1004.6,14.8,2,8
21886,2015,8,29,21,29,40,700,26.8,1005.5,15.8,2,8
21887,2015,8,29,22,32,60,900,25,1005.7,17.7,2.6,8
21888,2015,8,29,23,43,89,1100,24.1,1006.2,18.3,1.7,8
21889,2015,8,30,0,48,86,1200,23.6,1006.3,18.7,1.7,8
21890,2015,8,30,1,35,58,1100,22.7,1006.4,18.2,2.4,8
21891,2015,8,30,2,28,34,700,21.9,1006.4,17.3,1.6,8
21892,2015,8,30,3,22,24,900,21.2,1006.7,16.4,1.8,8
21893,2015,8,30,4,25,25,900,21.2,1006.9,15.9,1.8,8
21894,2015,8,30,5,23,23,900,20.6,1007.2,18,0.3,8
21895,2015,8,30,6,24,24,1000,20.1,1007.3,17.7,0.3,8
21896,2015,8,30,7,20,21,1100,20.7,1007.5,17.9,1.5,8
21897,2015,8,30,8,24,27,1200,21.4,1008,18.4,1.5,8
21898,2015,8,30,9,30,43,1300,21.8,1008.3,18.4,1.7,8
21899,2015,8,30,10,35,43,1200,23,1008.2,18.1,2.1,8
21900,2015,8,30,11,40,50,1300,23.2,1008.5,17.6,2,8
21901,2015,8,30,12,31,37,1200,21.4,1008.4,18.2,1.9,8
21902,2015,8,30,13,28,30,1100,22.8,1007.6,17.3,3.1,8
21903,2015,8,30,14,23,27,900,23,1007.5,17.9,1.4,8
21904,2015,8,30,15,20,20,800,24.1,1007.3,17.1,1.7,8
21905,2015,8,30,16,29,57,1100,21.8,1007.3,17.2,1.5,8
21906,2015,8,30,17,27,35,1200,21.1,1007.3,17.7,0.9,8
21907,2015,8,30,18,19,23,1400,21.3,1007.2,18.1,1.7,8
21908,2015,8,30,19,27,27,1400,21,1007.1,18.6,1.3,8
21909,2015,8,30,20,34,34,1400,20.7,1008,17.1,1.2,8
21910,2015,8,30,21,39,39,1400,21,1008,17.2,1.2,8
21911,2015,8,30,22,37,43,1400,20.7,1008.3,17.7,1.1,8
21912,2015,8,30,23,44,44,1200,21.2,1008.6,18.2,1.2,8
21913,2015,8,31,0,47,47,1000,21.4,1008.8,18.6,1.4,8
21914,2015,8,31,1,44,44,1000,21.5,1008.5,18.7,1.3,8
21915,2015,8,31,2,45,45,900,21.2,1008.6,18.8,0.9,8
21916,2015,8,31,3,44,44,800,21.3,1008.4,18.9,1.1,8
21917,2015,8,31,4,43,43,900,20.7,1008.2,19.4,0.5,8
21918,2015,8,31,5,40,40,900,20.7,1008.1,19.5,0.7,8
21919,2015,8,31,6,31,31,800,20.3,1008.3,19.1,1.2,8
21920,2015,8,31,7,37,37,1200,20.2,1008.7,19,0.7,8
21921,2015,8,31,8,29,29,1200,20.5,1008.9,18.8,0.4,8
21922,2015,8,31,9,22,22,1000,21.3,1009.1,19,1.2,8
21923,2015,8,31,10,22,22,700,22.1,1009.4,18.1,1.9,8
21924,2015,8,31,11,22,27,800,22.5,1009.5,18.3,1.1,8
21925,2015,8,31,12,27,27,700,20.2,1009.3,18.5,1.2,8
21926,2015,8,31,13,24,24,700,20,1008.9,18,0.7,8
21927,2015,8,31,14,18,21,700,20.9,1008.6,18.8,0.7,8
21928,2015,8,31,15,18,18,700,21.6,1008.1,18.8,0.7,8
21929,2015,8,31,16,21,32,700,22.4,1008.2,18.2,1,8
21930,2015,8,31,17,20,20,800,22.2,1008.1,17.6,0.8,8
21931,2015,8,31,18,25,25,1100,22,1008.3,19.4,0.7,8
21932,2015,8,31,19,25,31,1200,21,1008.4,18.9,1.6,8
21933,2015,8,31,20,27,38,900,19.9,1008.8,18,0.9,8
21934,2015,8,31,21,33,50,1100,19.8,1009.5,18.3,3.5,8
21935,2015,8,31,22,14,16,700,18.9,1009.3,17.9,1.7,8
21936,2015,8,31,23,8,9,600,18.7,1009.3,17.9,1.5,8
21937,2015,9,1,0,10,10,600,18.6,1009.2,17.6,1.9,9
21938,2015,9,1,1,9,9,600,18.9,1009,17.9,1.7,9
21939,2015,9,1,2,11,11,600,18.8,1008.8,17.8,1.9,9
21940,2015,9,1,3,12,14,600,18.8,1008.8,17.6,1.3,9
21941,2015,9,1,4,15,15,600,18.8,1008.4,17.8,2,9
21942,2015,9,1,5,12,12,600,18.5,1008.1,17.7,2.2,9
21943,2015,9,1,6,16,16,600,18.5,1008.2,17.5,2.3,9
21944,2015,9,1,7,11,11,500,18.8,1008.4,17.5,1.6,9
21945,2015,9,1,8,8,8,600,19.3,1008.7,17.3,1.6,9
21946,2015,9,1,9,8,9,700,19.4,1009.1,18.4,1.1,9
21947,2015,9,1,10,8,17,800,20.3,1009.2,17.5,2.5,9
21948,2015,9,1,11,11,16,700,21.5,1009.3,17.9,2.6,9
21949,2015,9,1,12,9,9,600,21.7,1009.5,17.5,2.6,9
21950,2015,9,1,13,10,10,500,22,1009.3,17.1,3.1,9
21951,2015,9,1,14,6,6,500,21.6,1009,18,1.4,9
21952,2015,9,1,15,5,7,400,22.9,1008.5,17.6,1.4,9
21953,2015,9,1,16,7,9,400,23.5,1008.4,17.7,1.5,9
21954,2015,9,1,17,7,8,500,23.9,1008.3,17.2,1.7,9
21955,2015,9,1,18,7,8,500,24.1,1008.3,17.1,1.7,9
21956,2015,9,1,19,8,11,500,23.3,1008.2,17.3,1.1,9
21957,2015,9,1,20,10,24,600,21.7,1008.8,18.7,0.6,9
21958,2015,9,1,21,16,29,800,20.4,1009,18.7,0.1,9
21959,2015,9,1,22,18,30,800,20.5,1009,18.8,0.7,9
21960,2015,9,1,23,15,20,600,21.9,1009.2,17.3,1.3,9
21961,2015,9,2,0,10,24,600,20.7,1009.2,18.1,0.9,9
21962,2015,9,2,1,18,21,600,20.2,1009.4,17.2,1.4,9
21963,2015,9,2,2,10,10,500,20.5,1009.4,16.9,0.9,9
21964,2015,9,2,3,11,11,400,19.9,1009.4,16.9,0.8,9
21965,2015,9,2,4,11,13,400,21.1,1009.5,16.9,1.5,9
21966,2015,9,2,5,10,10,400,20.5,1009.5,16.5,1.1,9
